day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-10-16,-0.09587104182135382,1.0,-0.4125203852687043,1.0,1.0
2025-10-20,0.2816428025744934,0.54751341375177,1.2156812981102254,2.5605795050155153,3.0
2025-10-21,1.8037390562866817,1.0,-0.5040161287741853,1.0,1.0
2025-10-22,0.16666666666666666,1.0,0.0,1.0,1.0
2025-10-23,-0.5897384707618001,1.2521652902137559,-0.362058218899738,0.11991170244976115,4.0
2025-10-24,0.0,1.0,0.0,1.0,1.0
2025-10-26,-0.049900564080229144,1.0,-0.5040161287741853,1.0,1.0
2025-10-27,-0.021173926199939894,0.22215771227292913,-0.3002249271423986,0.05311073199928748,2.0
2025-10-28,-0.2972038896553528,1.0,-0.33777988589287616,1.0,1.0
2025-10-29,0.5378478120371197,1.0,-0.4125203852687043,1.0,1.0
2025-10-31,2.4961520578639678,2.033679098214455,-0.3397755547752406,0.07812254069860522,3.0
2025-11-02,0.7224794646292694,0.8238617756464279,-0.3002249271423986,0.043364731087986996,4.0
2025-11-03,-0.6314891340057718,0.4727507262615664,-0.33777988589287616,1.0,2.0
2025-11-05,-0.09587104182135382,1.0,-0.4125203852687043,1.0,1.0
2025-11-06,-0.6363887423506882,0.8999895903739006,-0.039593525967685506,0.5273982221967038,2.0
2025-11-07,-0.19245935222073352,0.32081137605140747,-0.3605614672379647,0.10198036797992437,4.0
2025-11-08,0.5272196664765022,0.8511492040822706,0.539661822684723,1.760031010447857,4.0
2025-11-12,-0.6650733058165909,0.5731035193184313,-0.33777988589287616,1.0,2.0
2025-11-13,0.7806965540370567,1.0,-0.33777988589287616,1.0,1.0
2025-11-14,-0.389752096696246,0.44627219019629233,-0.40860050818394467,0.10015548453973142,2.0
2025-11-15,-0.0214878586788827,2.1121667839269964,-0.37301408817836956,0.049828686731541866,2.0
2025-11-17,-1.3545991836630629,0.7805004414901613,-0.37515013558079024,0.052849513937917016,2.0
2025-11-21,1.3090151698547923,1.0,-0.6759885544858303,1.0,1.0
2025-11-24,-1.2426573076943723,1.0263402360791969,-0.14170204227048017,0.6737112805670625,17.0
2025-11-25,0.009921005043917077,0.7713555674291268,0.3681431092376495,1.2179778397755696,11.0
2025-11-26,0.05823588134630539,0.7812397311305828,-0.24075560265641008,0.20850046800388342,4.0
2025-11-28,-0.38859602756616823,1.0,-0.4188768100409244,1.0,1.0
2025-11-29,-0.07019353580976717,1.0,1.7622543414683491,1.0,1.0
2025-11-30,0.22265864708004057,1.0443162793269125,1.0729591881580933,2.4733856175288462,2.0
2025-12-03,-0.9537363906771998,0.15483938444444653,-0.6759885544858303,0.0,2.0
2025-12-08,0.13395628782161095,1.0,3.0448429018626695,1.0,1.0
2025-12-10,-0.49888076757393884,1.0,2.294372552987563,1.0,1.0
2025-12-12,-1.6227960600393643,1.0,-0.47942113047501317,1.0,1.0
2025-12-18,0.35,1.0,0.0,1.0,1.0
2025-12-19,-0.2972038896553528,1.0,-0.33777988589287616,1.0,1.0
2025-12-26,1.1042686641847725,1.0,,1.0,1.0
2025-12-29,-0.515784475735524,1.0,-0.6759885544858303,1.0,1.0
2025-12-30,0.4144264533184316,0.7652192421162162,-0.2940722064118527,0.39064689726834123,4.0
2025-12-31,0.0,1.0,0.0,1.0,1.0
2026-01-01,-0.5599999999999999,1.0,0.0,1.0,1.0
2026-01-02,-0.5933414364589118,0.7457566499245183,-0.3758148399763144,0.13101820523172708,4.0
2026-01-03,0.5292942808717529,0.6444942800015714,2.3350958374322537,1.7950647147788499,5.0
2026-01-06,1.728719088340565,1.0,0.5303494307750616,1.0,1.0
2026-01-07,0.5790953116186658,1.0,1.2541522219315968,1.0,1.0
2026-01-09,-0.25,1.0,0.0,1.0,1.0
2026-01-13,0.1359152986411382,1.0,-0.2626699683919211,1.0,1.0
2026-01-15,0.1494800032293985,0.324533732860437,0.0,1.0,2.0
2026-01-16,-0.09587104182135382,1.0,-0.4125203852687043,1.0,1.0
2026-01-20,1.0900392123839544,1.0,-0.6759885544858303,1.0,2.0
2026-01-26,-0.09587104182135382,1.0,-0.4125203852687043,1.0,1.0
2026-01-30,1.6686701536093818,1.0,-0.47942113047501317,1.0,1.0
2026-01-31,-0.7055636388769169,1.0,1.8975324807374057,1.0,1.0
2026-02-01,1.3455111627665983,1.0,0.12823676902143089,1.0,1.0
2026-02-02,0.3837310454258464,1.0,-0.4188768100409244,1.0,1.0
2026-02-06,0.1958873860446994,1.0,0.5303494307750616,1.0,1.0
2026-02-15,-0.8410470323367424,1.2398900574908076,0.4233264025217081,1.9795881658935988,4.0
2026-02-16,-1.2408640459761051,0.17810970237884685,-0.3002249271423986,0.05311073199928748,2.0
2026-02-18,0.42413145314998385,1.0,,1.0,1.0
2026-02-19,-0.8390346986686658,1.0,-0.21643122676739535,1.0,1.0
2026-02-20,0.7844638020931477,1.0,,1.0,1.0
2026-02-21,0.7844638020931477,1.0,,1.0,1.0
2026-02-22,0.011723867301496726,0.8597781135736848,0.004106883154013863,0.9964623772045894,5.0
2026-02-23,1.055135833514215,1.0,-0.5650296197275841,1.0,1.0
2026-02-24,1.1129004779693454,1.0379485687847216,-0.4188768100409244,1.0,2.0
2026-02-25,,1.0,,1.0,1.0
2026-02-27,0.0,1.0,0.0,1.0,1.0
2026-03-04,-0.08056303369298065,0.02164879270806293,-0.4125203852687043,1.0,2.0
2026-03-05,-0.897544812589721,1.0,0.8400268812903088,1.0,1.0
2026-03-06,1.8990580098946463,1.0,,1.0,1.0
2026-03-08,-0.4593153116575167,0.8029290483483672,-0.471761654826366,0.14439015800961333,5.0
2026-03-09,0.22708338548763926,1.2396940676468782,-0.39319196685331254,0.09597653957659587,3.0
2026-03-10,-0.41928343179737365,0.8423145486392428,-0.10295812891084727,0.45044998511368844,8.0
2026-03-11,-0.023427884153930784,0.21358102402537998,1.5945530077620405,2.015000987956892,5.0
2026-03-12,-0.5157844757355239,1.0,0.013347437091822146,1.0,1.0
2026-03-14,-0.5715277939322241,1.0,2.184069891354803,1.0,1.0
2026-03-16,-0.09289024966412116,0.27577541839737046,-0.23455743504441834,0.16033013189889952,4.0
2026-03-19,0.12785404937720737,1.0,-0.36113340398461513,1.0,1.0
2026-03-23,0.1359152986411382,1.0,-0.2626699683919211,1.0,1.0
2026-03-25,0.08820984076925105,0.8239555708019093,-0.2626699683919211,0.0,3.0
2026-03-26,-0.758562036456745,1.0,-0.2626699683919211,1.0,1.0
2026-03-27,0.14114339667698986,1.0,0.2890818337228832,1.0,1.0
2026-03-28,-0.17826315104101798,1.0,-0.33777988589287616,1.0,1.0
2026-03-30,-0.30412092100006655,0.7081973199630455,0.5909339851564119,1.8625116765063845,4.0
2026-03-31,-0.5147495733612025,0.9515505213882273,-0.3273241807258601,0.1106369347326122,7.0
2026-04-03,0.3706089835060792,1.0,0.7385459545458403,1.0,1.0
2026-04-04,-0.4098635502269936,0.290737011840159,-0.3002249271423986,0.05311073199928748,2.0
2026-04-05,-0.8330763517439176,1.0,-0.36113340398461513,1.0,1.0
2026-04-08,0.5790953116186658,1.0,-0.6759885544858303,1.0,1.0
2026-04-09,0.7642708410990964,1.0,0.7385459545458403,1.0,1.0
2026-04-12,-0.5883673676074821,1.0,-0.36113340398461513,1.0,1.0
2026-04-13,0.3342510754598735,0.6748642439114166,0.343401316627507,1.1963591010063235,14.0
2026-04-16,0.5634734123412598,0.5295051681497909,-0.45540709247662775,0.11411722675224342,7.0
2026-04-17,-0.5470930450105571,1.1437758979597414,0.46508091813315117,1.5717787994863752,4.0
2026-04-18,0.653093844522107,0.7343977039471257,-0.377596725259355,0.14456500814363973,13.0
2026-04-19,-0.049418678385776835,0.9567475388338404,-0.3434191630474933,0.10040194655457495,15.0
2026-04-20,-0.5313658521838869,1.0494977272416088,0.3384009763709855,1.295067831231871,4.0
2026-04-21,0.6691896115861176,1.0,-0.33777988589287616,1.0,1.0
2026-04-25,-1.1727123481480377,1.0,-0.6759885544858303,1.0,1.0
2026-04-30,-0.29453875702740856,0.8762309404725335,0.11148649831584774,1.1960187255714112,25.0
2026-05-01,0.32785071265984383,0.924752563131703,0.0018447892329190863,0.6955790087614037,11.0
2026-05-02,0.7780747851429584,0.8835310281411751,-0.04710938840986485,0.7320376210427487,8.0
2026-05-03,0.10345981547013719,0.8536205827491188,-0.07166992758110896,0.8569579772331164,13.0
2026-05-04,0.25714035375079664,0.9951742005395949,-0.35821411537420844,0.08701430454702173,12.0
2026-05-05,0.0026558486752661964,0.6117358191131457,0.04212071695596601,0.736295159366856,15.0
2026-05-06,0.16577070341352532,0.8311172841021724,0.8139229743741525,2.1695888626739914,10.0
2026-05-07,-0.7149308816637244,0.7873414424846723,-0.36820784915962673,0.11473299056083681,6.0
2026-05-08,1.2257988315040707,0.775754655750828,-0.4330827928625978,0.11708349501133881,4.0
2026-05-09,0.6777398563503105,0.9257790753995163,-0.2927139353923031,0.041139396107625154,5.0
2026-05-10,0.4278934679405838,0.9139682344456088,-0.08151610751466688,0.5466766162559082,7.0
2026-05-11,0.22166723961659582,1.2524146600982573,-0.34134004359134723,0.15734015039885232,5.0
2026-05-12,-0.35795582572732354,1.0576969041425641,-0.28144744776715985,0.03755495875047754,4.0
2026-05-13,-0.27454772581879106,0.8635540454050779,0.20924267085137188,0.8062448183461783,13.0
2026-05-14,0.023187319687210137,1.1396932581661474,-0.3643366331864663,0.21557294045099176,14.0
2026-05-15,0.0643571118333075,1.1637834202483084,-0.2626699683919211,0.0,2.0
2026-05-16,-0.6154456628410836,1.0,-0.2626699683919211,1.0,1.0
2026-05-17,-0.758562036456745,1.0,-0.2626699683919211,1.0,1.0
