0,1,2,3,4,word,summary
6398.188253939255,0.8186270415051222,-0.015253651199390872,0.0026039833496300825,-0.0035316401196731073,summaryOfAllWords,5267.205010267187
-4.187655812622172,0.5587392265339017,-0.0013538920228970963,-0.07495578026357014,0.2360444044613561,Regenwarnung,2.019186225944152
-2.492545077169527,-0.8623220330179611,-0.6653847716683554,-0.06158100943624571,0.15456212899184557,Freitag,4.0988991872586915
-4.170133135004781,0.5435146722817543,-0.01274637261929018,-0.075293977165085,0.2350495938585554,regen+warnung freitag,2.0403437524428867
-4.156073282143731,0.5313155646800694,-0.02176126277668322,-0.07546068056402985,0.23413599087851317,Pityusen,2.05732321236746
-4.156073282143731,0.5313155646800694,-0.02176126277668322,-0.07546068056402985,0.23413599087851317,freitag pityus+en,2.05732321236746
3.5484081535157994,-5.232766098842008,-0.40346184430569376,-0.29953536291122373,-0.2012696607128223,Der,11.489088610810212
-4.144403300846277,0.521201967213675,-0.02915899456181159,-0.07552504337629444,0.23329534322290835,pityus+en der,2.0714180236360122
-1.295089325823346,-1.8165785924592481,-0.8801523702650799,-0.12774581775177304,0.24000210752111373,spanische,5.582491049366032
-2.2786590488621443,-1.0395142445504577,-0.7211905331734646,-0.11669886880707436,0.22345021544996102,der spanisch+e,4.367602354843051
2.9634261123270793,-5.008401433388409,-1.031155146845725,-0.15644840242104038,0.38078905918322575,Wetterdienst,10.82527014877259
-1.482943817146631,-1.6698013751684715,-0.8556620185214049,-0.12491249477109498,0.23486910846585274,spanisch+e wetter+dienst,5.350452946363644
-2.556288564891393,-0.8157928939335051,-0.6596569248176727,-0.11545713170155264,0.2241383277892755,Aemet,4.024822904491035
-1.6562939921958328,-1.5334537427456594,-0.8305266868126548,-0.1204848297418494,0.22820411407097724,wetter+dienst aemet,5.136098760546446
-3.7108560841588765,0.14637230837008186,-0.2672003828413325,-0.08938259054257942,0.2233252057763001,aemet freitag,2.6006170796614883
-3.5767854642172257,0.032867816244045,-0.32648278142472076,-0.0854559819792653,0.21195813743478564,17.,2.7645567925259593
-3.5767854642172257,0.032867816244045,-0.32648278142472076,-0.0854559819792653,0.21195813743478564,freitag 17.,2.7645567925259593
-1.833216621252478,-1.150086338663559,0.18535777185339308,-0.6908411461730716,-0.3426570747393661,Oktober,4.892515729975108
-3.555715966269713,0.015153924571819966,-0.3352429827160138,-0.0842813068281085,0.20953798612719032,17. oktober,2.790300877097244
-1.1612322215924085,-1.9213990558102658,-0.8968936799961665,-0.134562710451498,0.2500589267874741,Warnstufe,5.74834679832049
-2.9745691010408875,-0.4739488648183854,-0.5474842431690065,-0.11289122777536131,0.2276491524462611,oktober warn+stufe,3.5085683903962357
-3.302354975921073,-0.19601350201247514,-0.43014493529654496,-0.06013906867862992,0.1691190349143692,Gelb,3.099798271959358
-3.302354975921073,-0.19601350201247514,-0.43014493529654496,-0.06013906867862992,0.1691190349143692,warn+stufe gelb,3.099798271959358
3.588794983823348,-5.09500150234263,0.03689965104357923,-0.8077136658761026,-0.20203050008356926,Ibiza,11.50638286830062
-3.1218155044348177,-0.3453915864480801,-0.4871365453380477,-0.03218377679696073,0.12805659845652556,gelb ibiza,3.320658836231516
2.336313555974522,-4.194543147127439,0.01704677154221651,-0.7766294520652807,-0.2784057222718542,Formentera,9.97499278118553
2.336313555974522,-4.194543147127439,0.01704677154221651,-0.7766294520652807,-0.2784057222718542,ibiza formentera,9.97499278118553
-3.098771568623891,-0.36749321434181237,-0.5034943870952676,-0.08131900537130056,0.19024260563551743,verhängt,3.3522996274038688
-3.098771568623891,-0.36749321434181237,-0.5034943870952676,-0.08131900537130056,0.19024260563551743,formentera verhäng+t,3.3522996274038688
-2.853661613484206,-0.5680632377908577,-0.5733408317361339,-0.060043404687578544,0.1576520836857403,Das,3.6530122430789245
-2.901834902381913,-0.5364626992626809,-0.5716735172319076,-0.13015092923889776,0.24820765306941722,niedrigste,3.600332879553922
-2.901834902381913,-0.5364626992626809,-0.5716735172319076,-0.13015092923889776,0.24820765306941722,der niedrig+st+e,3.600332879553922
-2.547486663492386,-0.8263767439963803,-0.6653219641154533,-0.1377673810722489,0.25258881600058647,niedrig+st+e warn+stufe,4.0383788160685326
45.084161061951924,-33.9081947176087,4.3433838707109125,-0.50130851386446,2.1745697109070012,Gewitter,62.182297028251014
-0.5522515696221131,-2.3957542295718093,-0.9602382420799566,-0.17020964226010535,0.30409773028471676,warn+stufe gewitter,6.50366880131834
-1.8813885053795647,-1.3506512375499833,-0.7828227791502508,-0.04709507473213055,0.13362418617564928,Niederschläge,4.852809943208978
-2.1671058494842184,-1.1264389685719882,-0.740153934183868,-0.09688552578323656,0.1976031124673343,gewitter niederschlag+e,4.503347084006665
-3.2655039047490257,-0.2321872232413562,-0.4520504428558763,-0.10913424877109903,0.23053025213771994,Litern,3.149727528936308
-3.7353053191957253,0.16607029415501162,-0.2571882613269727,-0.09750736095506912,0.23494677474452352,niederschlag+e liter+n,2.5715910548616443
-1.6559554100393727,-1.2695905080475942,0.33674778446785536,-0.8454744445092606,-0.38450151993106807,pro,5.1226690558963295
-3.3297361743864924,-0.1778326796608134,-0.4280732846489377,-0.10462603869447099,0.22685902893244358,liter+n pro,3.0701738892164574
-2.1665231964388063,-0.9012210432651053,0.4462660984718385,-0.8708646521167239,-0.3752221319965935,Quadratmeter,4.515775232122716
-2.1665231964388063,-0.9012210432651053,0.4462660984718385,-0.8708646521167239,-0.3752221319965935,pro quadrat+meter,4.515775232122716
-3.13225001807763,-0.33747337866005656,-0.47323751943180004,0.02291370606658336,0.05793859254078065,Stunde,3.3064881675364517
-3.7258962017291983,0.16493982042627509,-0.24625486814805664,-0.015508480248466626,0.12980534100462238,quadrat+meter stunde,2.5767251747704307
-3.9437527908863044,0.34965023311329846,-0.1438439545790035,-0.05950351585859846,0.1985713012865563,untersch…,2.3132951662114625
-3.9437527908863044,0.34965023311329846,-0.1438439545790035,-0.05950351585859846,0.1985713012865563,stunde untersch…,2.3132951662114625
-3.9931844041320748,0.3915898495504997,-0.117648722108532,-0.06625825024198125,0.2104484269855345,untersch… der,2.2537492828160492
-3.7353053191957253,0.16607029415501162,-0.2571882613269727,-0.09750736095506912,0.23494677474452352,Li…,2.5715910548616443
